Business Name,Category,About the Business,Website,Phone number,Address,Pictures,Category Title,City,ZipCode
IUCC Early Childhood Center,education,,iucc.org,(949) 733-0228,"4915 Alton Pkwy Irvine, CA 92604 ","https://s3-media4.fl.yelpcdn.com/bphoto/JtLy4wVXXK_4CYM1s9UFGA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ngmaPR6BO3NXgzW83JOo9A/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/MzjnWJDAd0QxxiUmsjYLiw/o.jpg,","Preschools,",Irvine,92604
Mission Viejo Montessori,education,"Now enrolling for Fall! 
Inspired by the Montessori Method, Mission Viejo Montessori was founded in 2013. Our goal is to provide an engaging, personalized education for infants (6 weeks old) through Kindergarten. We provide low teacher-to-student ratios in our mixed age classrooms to ensure that each child is provided with an individualized education. Our mixed age classrooms allow a child to complete a 3 year learning cycle in the same environment. Hands on materials throughout the classroom allow children to engage with abstract concepts providing them with an understanding rather than memorization. Aside from standard academics, our monthly curriculums promote education in practical life, sensorial, art and culture. Teachers encourage and support children to choose materials and work independently. This allows the child to develop self confidence, independence, problem solving skills and intrinsic motivation that will last them a lifetime!   ",missionviejomontessori.com,(949) 770-1093,"23581 Madero Ste 108 Mission Viejo, CA 92691 ","https://s3-media1.fl.yelpcdn.com/bphoto/E4Ya7uV5-QbwxS_JnwjQNA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/1xEtYFc1Kff8ZZAyF8uf1A/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/RZr55jOMhmBK3BK2PSVdjg/o.jpg,","Montessori Schools,",Mission Viejo,92691
Rogue Aviation,education,"Our helicopter flight school specializes in safety and high-quality pilot training as well as tours, photo flights, rentals and more! Call or email today to book a tour or discovery flight.",flyrogue.com,(949) 529-1142,"3183 Airway Ave Bldg F, Ste 113 Costa Mesa, CA 92626 ","https://s3-media3.fl.yelpcdn.com/bphoto/-fVuMWce-0-ZIEDR7G6fRQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/9_RiM-hR5wOonQV7T7joEg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/U0ByTItAilsejk7kX3FYQg/o.jpg,","Flight Instruction,Aerial Tours,",Costa Mesa,92626
The Tutoring Center,education,Call Now for your FREE Diagnostic Assessment.,huntingtonbeach.tutoringcenter…,(714) 377-7733,"10128 Adams Ave Huntington Beach, CA 92646 ","https://s3-media2.fl.yelpcdn.com/bphoto/SE2OfXeEFtqa55T62KU-iw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/n6y81YN_o8TPMprylbihwQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/GScYQy8ndCXevUH7W1mvpw/o.jpg,","Tutoring Centers,",Huntington Beach,92646
Allied Schools,education,"Interested in a career in real estate? We are offering a 10% discount to get started today! Allied School specializes in online real estate education, with a top support team to answer any questions you have along the way. Our four main categories are CA Real Estate License, CA Mortgage Loan Origination, CA Broker's License, &amp; CA License Renewals. Call us to today to get started! Don't forget to use promo code YELP10",alliedschools.com,(949) 470-2728,"22952 Alcalde Dr Laguna Hills, CA 92653 ","https://s3-media4.fl.yelpcdn.com/bphoto/M4TyR-qRNvfWVmO2XVDSVw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/Cjxh-QRj8H8QWr4unIAFag/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/UiSWfF8YTonpMiVz2zE5iw/o.jpg,","Specialty Schools,",Laguna Hills,92653
Freckled Love Doula,education,"Certified Birth Doula 
Certified Postpartum Doula 
Certified Breastfeeding Counselor 
Certified Childbirth Educator",freckledlovedoula.com,(856) 761-4120,"Huntington Beach, CA 92648 ","https://s3-media2.fl.yelpcdn.com/bphoto/MuQyENjJFGx1o_FHtllyGw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/SOyprez9QffO-bUdHotq5Q/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/mg5gvVCaY-HQqiNknzXRRg/o.jpg,","Doulas,Lactation Services,Childbirth Education,",Huntington Beach,92648
Ovations Performing Arts Conservatory,education,,ovationspac.org,(949) 439-1941,"30346 Esperanza Rancho Santa Margarita, CA 92688 ","https://s3-media2.fl.yelpcdn.com/bphoto/yoInWYkbIg5RVOODuWjh3A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/y3Vgbl3Oo6edmahiKImVUw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/qTSYk3iMSlznIHyV8FfKKg/o.jpg,","Art Schools,Performing Arts,Summer Camps,",Rancho Santa Margarita,92688
Mathnasium - Tustin,education,"Every day, students around the world attend Mathnasium learning centers to boost their math skills. We are highly specialized; we teach only math. Members usually attend two or three times a week for about an hour.

Our goal is to significantly increase your child's math skills, understanding of math concepts, and overall school performance, while building confidence and forging a positive attitude toward the subject.

Children don't hate math.
They hate being confused and intimidated by math.
With understanding comes passion.
And with passion comes growth--a treasure is unlocked.",mathnasium.com/tustin,(714) 731-1700,"13011 Newport Ave Ste 106 Tustin, CA 92780 ","https://s3-media1.fl.yelpcdn.com/bphoto/UUqjydrTtaqZ_67kMcCysw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/6dtgy03H9NZHiLT46eLL5A/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/4SB_6xv2ZPvXQkG9LUmyDg/o.jpg,","Tutoring Centers,",Tustin,92780
Strategic College Consulting,education,"Strategic College Consulting is an educational company founded by Dr. Jeffrey Haig, who is dedicated to helping families navigate the college and financial planning process. We help students develop a game plan that maximizes college admissions success!

Our focus is to help families navigate the oftentimes confusing, daunting, and competitive college planning process. We develop strategic college planning strategies at each stage of the college planning process. Our goal is to also help families get as much FREE money as possible.

Some of our concentrations include college planning, transfer students, prep school, grad school, international students, and paying for college. We also host seminars &amp; workshops domestically and internationally.",StrategicCollegeConsulting.com,(949) 679-3333,"4199 Campus Dr Ste 550 Irvine, CA 92612 ","https://s3-media3.fl.yelpcdn.com/bphoto/PkHMhm8VBSL53gzplmSnGw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ocSjRvusSMOaCZzpoed1WQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/nWgZVrwCjsR0JaWOemQBkA/o.jpg,","College Counseling,Educational Services,Career Counseling,",Irvine,92612
Fearless Swimming,education,,fearlessendurance.com,(949) 381-9162,"Irvine, CA ",,"Swimming Lessons/Schools,",Irvine,
UCI Donald Bren Hall,education,"As the UC system's only computing-focused school, the Donald Bren School of Information and Computer Sciences (ICS) provides science and information technology leadership for the 21st century through research and development of emerging technologies, innovative and broad computing curricula and collaborations that address societal needs. In a nutshell, ICS innovates in the classroom and labs, collaborates with industry, and stimulates local and global economies.",ics.uci.edu,(949) 824-1562,"6056 Donald Bren Hall Irvine, CA 92617 ","https://s3-media2.fl.yelpcdn.com/bphoto/Hcah2EIY-a4NYWNmeTyMiQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/BeZpjsRQ5T0rSKc3_Sek0w/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/kflwEcI4qanGLHIxcrfMHw/o.jpg,","Colleges & Universities,",Irvine,92617
Dermalogica,education,,education.dermalogica.com,(949) 453-0404,"9080 Irvine Center Dr Ste 200 Irvine, CA 92618 ",,"Specialty Schools,",Irvine,92618
Almost Home Childcare,education,"my goal is to provide a safe, happy and educational environment for your little ones while you are not with them. I am a licensed childcare provider, certified child development teacher, 22 units of early childhood education, CPR and first aid certified.",,(949) 353-9782,"Irvine, CA 92612 ","https://s3-media2.fl.yelpcdn.com/bphoto/jFGqUcuqeyLMLeQSU6JlQw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/t_wP8TeVhh67T9CIQIw47w/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/hrqdryt8rrKyNexxbdqbXw/o.jpg,","Child Care & Day Care,",Irvine,92612
Power Stuttering Therapy,education,Are you a teenager or adult who stutters or hesitates when you speak? I help people who stutter become more fluent and confident speakers during a 14-day online intensive stuttering therapy program. I've helped hundreds around the world. Let me help you live a stutter-free life!,stuttering-therapy.com,(949) 355-3655,"1400 Quail St Ste 252 Newport Beach, CA 92660 ","https://s3-media4.fl.yelpcdn.com/bphoto/XbFxPXYBs2XYncKf1FhRfg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/yJ6ovo2qNZ6Z5v7oM62JWg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/jzHSr_LbYU2YXN7dFbHHuA/o.jpg,","Speech Therapists,Speech Training,",Newport Beach,92660
Urban Arts OC,education,Urban Arts OC is a uniquely creative art studio that provides a comfortable and inspiring environment for students to learn a wide variety of mediums from our skilled teachers all while having fun within an arts community.,urbanartsoc.com,(949) 474-1552,"4250 Scott Dr Ste L & O Newport Beach, CA 92660 ","https://s3-media3.fl.yelpcdn.com/bphoto/yT5VeUCsCdXYTOEFGIFikw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/z2j4rse5FCIdWGlPrhwn4A/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/oC19no7CiF3GRIFj-EBoew/o.jpg,","Paint & Sip,Art Classes,",Newport Beach,92660
Irvine Valley College Life Fitness Center,education,,academics.ivc.edu/kines/lifefi…,(949) 451-5370,"5500 Irvine Center Dr Oak Creek, CA 95621 ",,"Specialty Schools,",Oak Creek,95621
Community Home Education Program,education,,ocde.us/chep,(714) 327-1010,"14262 Franklin Avenue Tus Santa Ana, CA 92701 ",,"Educational Services,",Santa Ana,92701
Horizon Test Prep,education,"Affordable test preparation for the SAT, ACT and the PSAT.  Horizon is the true blend of test preparation with college and career counseling.",horizontestprep.com,(800) 763-5780,"303 Broadway St Ste 204-12 Laguna Beach, CA 92651 ","https://s3-media2.fl.yelpcdn.com/bphoto/HzyQb6tWI-DkTFXQLBv6Zg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/d3vsw6rKh9c9N4OnjKE23Q/o.jpg,","Test Preparation,Private Tutors,",Laguna Beach,92651
Veritas Prep,education,,veritasprep.com,(800) 925-7737,"18111 Von Karman Ave Lakeshore Towers III Irvine, CA 92612 ","https://s3-media1.fl.yelpcdn.com/bphoto/ere8UOHrKRub1IVMSrwxKw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/zGFTZosPf37hYoQMpUvCIQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/W00OwtTkgNwbU9cQkkv00w/o.jpg,","Test Preparation,Tutoring Centers,Private Tutors,",Irvine,92612
Argentine Tango In Orange County,education,,marcosrutatango.com,,"25461 Ridge Route Dr Laguna Hills, CA 92653 ","https://s3-media2.fl.yelpcdn.com/bphoto/ZjS35bpeXSFMH2sV_p875w/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/W6juYiFQSAWYxepyr_pAdQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/uOWJxCzN3-2hZSpUsT1MFw/o.jpg,","Dance Schools,",Laguna Hills,92653
Best in Class Education Center,education,"We help students develop the skills and knowledge they need for a bright future. Best in Class Anaheim Hills students benefit from individual attention, active instruction in small groups, and engaging course material aligned with common standards.
Our programs move K-12 students of all abilities towards the top of their class, but our mission doesn't end there.

At Best in Class Anaheim Hills, our mission is twofold: build better teachers; build successful students. Education is the door to the future. We want to leave a legacy and a lasting positive impact on our students and teachers alike. We know how important great teachers are and we want to support their individual growth, so that they can continue to change the lives of their students.",bestinclasseducation.com,(714) 912-4148,"160 S Old Springs Rd Ste 115 Anaheim, CA 92808 ","https://s3-media3.fl.yelpcdn.com/bphoto/TZrdsR-p4zdCV7W0Sza5Cw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/MkLbDbw7JEmhqYqKKUiFtA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/iFZ-od_KySzCTg-HIHQ-aw/o.jpg,","Tutoring Centers,Private Tutors,Test Preparation,",Anaheim,92808
Streamline Christian Academy,education,"Streamline Christian Academy is a home based Kindergarten readiness program.  Chinese and Spanish classes, STEAM curriculum, low ratios, in a positive and supporting Christian Environment!

Educated teachers!
Lower tuition than other local preschools!
Best in class home based program!
Healthy meals and snacks provided!",streamlinechristianacademy.com,(949) 689-5195,"22892 Hickory Hills Ave Lake Forest, CA 92630 ","https://s3-media3.fl.yelpcdn.com/bphoto/X9FuvbCjlD15kkmsjaEFRw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/YJxtywI8JwHsNUw3VXkqxQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/2Ou1Ed3ptJQdiktVTz-p3Q/o.jpg,","Preschools,",Lake Forest,92630
Laguna Piano,education,,lagunapiano.com,(949) 497-7977,"Laguna Beach, CA 92651 ","https://s3-media2.fl.yelpcdn.com/bphoto/O7x4kk3scXRKCI1lHXKibQ/o.jpg,","Tutoring Centers,",Laguna Beach,92651
Pacific Coast Speech Services,education,"Our private practice specializes in providing speech/language testing and therapy within school settings.  Our services are high-quality, cost-effective and professional.   Speech pathologists contract with us to complete a long or short school assignment.  

Some of our speech pathologists also see students in other settings - if you are a parent that needs assistance, feel free to call us and we can refer you to a quality SLP.",pacificcoastspeech.com,(714) 731-6630,"14252 Culver Dr Ste 146 Irvine, CA 92604 ","https://s3-media3.fl.yelpcdn.com/bphoto/x80skiXcnEOEv1eVkFb6Ug/o.jpg,","Speech Therapists,Special Education,",Irvine,92604
UC Irvine Division of Continuing Education,education,"As the continuing education arm of the prestigious university, UC Irvine Division of Continuing Education is dedicated to providing a transforming learning experience for our students. We maintain over 30,000 enrollments each year and offer hundreds of exciting courses and programs to local, regional and global constituencies. Our flagship programs are our Professional Certificates which are offered in multiple formats for convenience, on campus and online. Most of our students are working adults with college degrees, seeking career advancement and personal enrichment.

From a wide selection of academic programs to numerous campus activities, UC Irvine Division of Continuing Education will continue providing a university-level learning experience to all of our students.

Specialties
Professional Certificates, Graduate Certificates",ce.uci.edu,(949) 824-5414,"510 E Peltason Dr Irvine, CA 92697 ","https://s3-media3.fl.yelpcdn.com/bphoto/JswP7kX8z5ny7Gy15yIcfA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/E4UzqJK5_VSX_zBWtdeTKA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/wY4FlXK4fuP7thLGCqAzJA/o.jpg,","Adult Education,Colleges & Universities,",Irvine,92697
PA College Prep,education,"PA College Prep provides standardized test preparation and subject enrichment classes to students in grades 
K-12. College Counseling services are also available.",pacollegeprep.com,(949) 398-5285,"4947 Alton Pkwy Irvine, CA 92604 ","https://s3-media3.fl.yelpcdn.com/bphoto/IYODKbIuRepIqz9OebQNaw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/mT7QfilJaNXkcBLVCsXXBw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/DgbGsnRu08937oH94_Y_uw/o.jpg,","Tutoring Centers,",Irvine,92604
Vision21 Art & Design Portfolio School,education,,vision21art.com,(949) 559-6800,"1150 Roosevelt Ave Irvine, CA 92606 ","https://s3-media2.fl.yelpcdn.com/bphoto/PxlP-QwJcRrhP1pMpPVYLA/o.jpg,","Art Schools,",Irvine,92606
Mission Montessori,education,"At  Mission Montessori children discover a passion for learning and a joy for newly discovered independence as they work with others in the family-like community of a Montessori environment. The thoughtful, child-centered curriculum fosters self-motivation, confidence and empathy for one another. Children's hearts and minds are nurtured by providing a Christian foundation together with the Montessori philosophy.

Located in Misson Viejo on a safe, quiet campus between Bellogente and Los Altos across from Mission Hospital.  Convenient to Ladera Ranch, Laguna Niguel, Aliso Viejo, Laguna Hills, Coto De Caza and other South Orange County communities.",montessorimv.com,(949) 582-3956,"26763 Plaza Dr Mission Viejo, CA 92691 ","https://s3-media2.fl.yelpcdn.com/bphoto/bFQC3zo_2y5YBDxEH8JGSw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/1_QGfGshHZH789lyRIvwQA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ZQRfxuS8Anf9tXKHGUgrxA/o.jpg,","Preschools,Child Care & Day Care,Montessori Schools,",Mission Viejo,92691
Leo College Consulting,education,,leocollegeconsulting.com,(949) 313-7002,"Irvine, CA 92606 ","https://s3-media2.fl.yelpcdn.com/bphoto/2C1iiMrBhN6row4emjPr4g/o.jpg,","College Counseling,",Irvine,92606
CLASS Academics Tutoring,education,"Please note: All sessions and tours are by appointment only. Sorry, but no walk-ins. All email &amp; voicemail inquiries will be returned by the next business day. Thank you!

CLASS (Creative Learning &amp; Smart Solutions) Academics provides a unique learning experience for our students. 

What makes CLASS so special? 

Our instructors are credentialed teachers who make learning fun and attainable for all learners, while implementing a unique blend of research-based &amp; innovative learning techniques.

We help students in PreK-8th grade in ALL subject areas, including those living with special needs.

Subject areas include:
* Mathematics (including algebra)
* Reading: phonics, fluency, &amp; comprehension
* Writing: penmanship, report writing, &amp; various genres
* Test Prep 
* Homework Help
* Executive Functioning Skills

CLASS offers individualized &amp; small group instruction, which is engaging, meaningful, and can be aligned to the Common Core Standards. 

We offer free assessments/consultations, flexible scheduling options, and are open all year.  We are not a franchise &amp; will truly give your child the attention they deserve. Contact us today to get started - it's easy!

Don't forget to scroll all the way to the bottom of the page for additional reviews that do not appear on our initial Yelp page!",classacademics.com,(714) 274-9180,"5200 Warner Ave Ste 201 Huntington Beach, CA 92649 ","https://s3-media1.fl.yelpcdn.com/bphoto/yqTU2_oULhzHq_IcXmDOOA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/fedri9UCIiGxGgTDP3Czig/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/3U8iHH3dShxZOadl-fk98g/o.jpg,","Private Tutors,Tutoring Centers,",Huntington Beach,92649
OC Music & Dance,education,"OC Music &amp; Dance is a non-profit community music and dance school in Irvine that offers performing arts classes for all ages and levels. Our instructors are experienced, caring professionals who provide individual attention to every student. Through our financial assistance program, we offer music lessons and dance classes to children who would otherwise be unable to afford it.",ocmusicdance.org,(949) 386-8336,"17620 Fitch Ave Irvine, CA 92614 ","https://s3-media3.fl.yelpcdn.com/bphoto/7S4lOWEYYbaSZs9ouRWFxw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/o3TjETW6O1n_xXwBf_QpnQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/pI8m0lRBHFB54CdQDHtDmQ/o.jpg,","Musical Instruments & Teachers,Dance Schools,Community Service/Non-Profit,",Irvine,92614
The College Trail,education,"The College Trail provides Schools, Tutoring, Exam Preparations services in the area",thecollegetrail.com,(949) 357-7524,"25 Jasmine Creek Dr Corona Del Mar, CA 92625 ","https://s3-media1.fl.yelpcdn.com/bphoto/cGuxtCj4ubHFl-sorirJZw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/SLQEF07TbY72Wfm6K4ie8Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/5Hze-u7v82rdL2L2BXpWBA/o.jpg,","Tutoring Centers,Test Preparation,College Counseling,",Corona Del Mar,92625
Social Growth Center,education,"The Social Growth Center in Newport Beach envisions helping individuals address social challenges and negative feelings by learning the essential skills to manage life and maintain lasting relationships. We specialize in working with autism spectrum disorder, ADHD, depression, and anxiety.",socialgrowthcenter.com,(714) 451-6783,"1300 Quail S Unit 204 Newport Beach, CA 92660 ","https://s3-media3.fl.yelpcdn.com/bphoto/0-ruYyZCroaau-iWvyzZmQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/NhQhfjMnDI6yGEi2kBJhhA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/STKWC2LVihu0XnsD9ijcmA/o.jpg,","Counseling & Mental Health,Parenting Classes,Life Coach,",Newport Beach,92660
The Learning Experience Early Education Center,education,"It is the goal and philosophy of The Learning Experience Early Education Center that each child is a unique individual who learns and grows at his or her own pace and has a natural need for discovery and exploration. We at The Learning Experience continually strive to provide the very best in creative environments that challenge a child's natural curiosity and help to develop and strengthen the child's self-image through positive interpersonal relationships between children and adults. It is the Primary goal of The Learning Experience Early Education Center programs to provide a warm, nurturing environment of growth and discovery learning for children 6 weeks through 12 years of age in areas that include social, physical, emotional and intellectual development.",thelearningexperienceoc.com,(949) 770-9901,"23421 Madero Mission Viejo, CA 92691 ","https://s3-media1.fl.yelpcdn.com/bphoto/ti-ZBK5CBnXWQi7f6Ddy_g/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/Je6xB8dUTaB_aipde8WJiA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/5op7jdIKGYHw2C_aBIsLRA/o.jpg,","Child Care & Day Care,Preschools,Elementary Schools,",Mission Viejo,92691
South Coast Conservatory,education,"South Coast Conservatory is the largest dance studio in Orange County. With over 1,300 actively enrolled students we offer a wide range of classes and programs, including competitive teams, musical theater, tumbling, hip hop, tap, jazz, lyrical, contemporary, ballet, adult and pro-am as well as being home to South Coast Ballet Theatre, Compass Modern Dance Company, and a pre-professional dance training program. With 8 large dance rooms, marley flooring, and an on-site dance retail store, Dance Supplies Unlimited, South Coast Conservatory is able to provide outstanding instruction that caters to the needs of each individual student. South Coast Conservatory is where art and training become the total dancer.",scconservatory.com,(949) 317-4197,"27652 Camino Capistrano Laguna Niguel, CA 92677 ","https://s3-media2.fl.yelpcdn.com/bphoto/fzIyWHemRnucKKi2qxIMMA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/qR5UizAXvGFFTMtqxV6HBQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/-rnFeOi7skurY5-ZQ9jg1Q/o.jpg,","Performing Arts,Dance Schools,Dance Studios,",Laguna Niguel,92677
MASKA - Architectural Studio for Kids & Adults,education,"MASKA provides fundamentals of architectural education for children and adults by offering interdisciplinary art and architectural design classes focusing on the development of creative thinking and graphic self expression.
Enrollment for the Fall semester starts August 1st. Classes start September 6th.",maska-oc.com,(714) 356-6899,"125 N Broadway St Santa Ana, CA 92701 ","https://s3-media1.fl.yelpcdn.com/bphoto/CQJ7goxJlGHtbj1A-jXeMw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/W1HBpv3d-WEXcBqHjU4F0g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/i56XPIaFNaG2jkzWJCVkEw/o.jpg,","Art Classes,",Santa Ana,92701
Plamu Art Academy,education,"Plamu is Play Museum Art Academy. We bring the Museum to our students in our curriculum based art classes. Students will experience art in many different facets and many different aspects of it, incorporating STEAM (Science, Technology, Engineering and Math) concept.",plamu.com,(949) 208-2188,"810 Roosevelt Ave Irvine, CA 92620 ","https://s3-media3.fl.yelpcdn.com/bphoto/jfaIukwZjleygyLxz0NBUg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/DVzC1rNionHv7aT85Sx9ig/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/8VIMz11XKV32swJzVSpiwA/o.jpg,","Art Schools,Art Classes,Summer Camps,",Irvine,92620
Academic Answers,education,,academic-answers.com,(949) 725-0054,"28202 Cabot Rd Ste 300 Laguna Niguel, CA 92677 ","https://s3-media3.fl.yelpcdn.com/bphoto/ZyOEe4Md-zP89x5WrkWAgg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/bKzbVPWZJiKD8N9mrg2ylw/o.jpg,","Test Preparation,Educational Services,College Counseling,",Laguna Niguel,92677
Dana Montessori School,education,"Dana Montessori School of Dana Point, California. we pride ourselves on academic excellence. In all of our classrooms, each child is valued as an individual learner and exposed to a variety of stimulating lessons designed to awaken the curiosity and exploration that leads to knowledge. In addition to our core academic programs, we also offer extracurricular activities, including ballet, art, computer, book club, tap,  and sports.  Our reputation for quality has allowed us by our qualified Teachers, continue providing preschool education, day care and child care .Our programs are based on the strong foundation of early childhood education created by Dr. Maria Montessori. Our school has repeatedly met the standards of excellence required by the National Academy of Early Childhood Programs (NAEYC) and are fully accredited.",danamontessori.com,(949) 240-7271,"34052 Violet Lantern St Dana Point, CA 92629 ","https://s3-media2.fl.yelpcdn.com/bphoto/j7wLfivCO2jy3plDfraU7A/o.jpg,","Montessori Schools,",Dana Point,92629
Backward Prints,education,"Eco-friendly notes that grow, and screen printed women's and children's apparel. We also teach screen printing workshops at the Sawdust Art Festival. Sign up at www.sawdustartfestival.org",backwardprints.com,(949) 275-1926,"Laguna Beach, CA 92651 ","https://s3-media3.fl.yelpcdn.com/bphoto/WWx06GHy6BwnpK-wxJVDFw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/LsAkvCu30IzyhE0oW7_edQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/07BoQQXPmDRppFDqOKLHtA/o.jpg,","Art Classes,Women's Clothing,Children's Clothing,",Laguna Beach,92651
Turtle Rock Preschool,education,"Turtle Rock Preschool, Kindergarten and Academy is a private developmental school that follows a strong academic curriculum for children as young as 8 weeks old through kindergarten, with after school care available through 6th grade. Locally owned and family operated - we have provided year-round care of the highest quality for children in Orange County for over 30 years. Located on nearly one acre, our campus is nestled in the quiet residential village of Turtle Rock in Irvine.

We recognize that education not only implies academics and physical skills development but also social and emotional growth. We appreciate the diversity of our families and celebrate each child's unique qualities. As we work with families to benefit children, we intend that this joy, respect and acceptance be evident in the school and in all our lives on a daily basis. Our teachers are committed to working with you to achieve the best possible results for your child.",turtlerockpreschool.com,(949) 854-7611,"1 Concordia Irvine, CA 92612 ","https://s3-media1.fl.yelpcdn.com/bphoto/ikBjRmmUG_1_HL4bLfyoig/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ZfYkdJWD8UxQLddVMuGrTA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/b6DhWjPT958l4OGIo2S_HA/o.jpg,","Preschools,Child Care & Day Care,Summer Camps,",Irvine,92612
TLC Charter School,education,,tlccharter.org,(657) 284-5228,"1130 E Walnut Ave Orange, CA 92867 ","https://s3-media3.fl.yelpcdn.com/bphoto/h_va-AfeKNpTmGZJ5RGs3g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/D7py5v0or2PvTkKDZFjg4A/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/5cmyo0fTZGBhndaIUuJ8Mw/o.jpg,","Educational Services,",Orange,92867
Sunshine Cooperative Preschool,education,,sunshinecoop.net,(949) 645-1969,"2131 Tustin Ave Costa Mesa, CA 92627 ","https://s3-media1.fl.yelpcdn.com/bphoto/cigj1XSwSwe_yPLC2rai6A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/WRMzXsia0bm0bLHwmzx-lg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/yHJ27cgtmS6WtSjjSw_MYg/o.jpg,","Elementary Schools,Preschools,",Costa Mesa,92627
Advanced Technology & Education Park,education,,atep.us,(949) 282-2700,"15445 Lansdowne Rd Tustin, CA 92782 ","https://s3-media2.fl.yelpcdn.com/bphoto/xvog1Q_HmFmora6z3z18dw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/F_Tsq2J8BXFQj4gSCbX6Yg/o.jpg,","Colleges & Universities,Adult Education,",Tustin,92782
Edgewood Preprimary Academy,education,,edgewoodpreprimary.com,(714) 547-4755,"1091 Bryan Ave Tustin, CA 92780 ","https://s3-media1.fl.yelpcdn.com/bphoto/Su5VzSVv6kxXjqEYJbfkTw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/KVA6ouNuqpSYyKBBbM035w/o.jpg,","Preschools,",Tustin,92780
